Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,444,73.2,155390490,51032,16505336,68,135400007,1021624,1871311,80258156,1043240094,42080992,99,40272,60,4099754,1865,3549319,2290047
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,4/26/2024,445,73.1,48720820,5049,856394,2,,,,,,,62,10894,17,,,4566889,
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/2018,446,73,1570233605,37830,10568342,65,2737562687,21758603,,2454022,40964161,706226678,215,30855,3,219869090,228956,,8754118
"Chaleya (From ""Jawan"")Chaleya (From ""Jawan"")",Anirudh Ravichander,8/14/2023,447,73,334578317,18958,16311735,70,396928355,3264045,,,,936001433,29,1613,24,,,,411911
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,448,73,419016792,24878,16888060,42,299024405,6706233,3400000,417635777,5766443841,130833442,13,15581,16,1971463,929,,1878044
ADIVINO,ADIVINO - Single,Myke Towers,4/25/2024,449,72.9,118631919,11425,115304111,84,6595595,105964,,,,5565254,75,3903,37,1787057,310,,407768
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/2024,450,72.8,51390127,3010,33303786,78,72074397,726118,,,,,18,,22,,,,174720
Cruel Summer,Lover,Taylor Swift,8/23/2019,451,72.8,2188247133,121479,201964859,88,342388433,2291619,3233521,465904062,4967025679,822448758,273,913464,117,60954563,84157,2171676,3476323
No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,452,72.7,171242868,15,78253,,,,,,,,2,4,3,109170088,29055,,
Breathe,2093,Yeat,2/16/2024,453,72.7,131100973,16735,42444393,,4756180,146148,,,,1563442,10,1403,22,359758,1958,9930686,307226
Unforgettable,EPIC AF,French Montana,1/1/2017,454,72.6,2065697126,275044,91691537,82,2173793028,11604315,133949,68712610,631867114,402513671,191,105138,45,505767047,265307,,
EASY,EASY,LE SSERAFIM,2/19/2024,455,72.4,141803939,7192,20908017,78,139498636,1771124,,12990521,80625682,1978716840,20,2733,18,306385,286,537003,190784
"Peso Pluma: Bzrp Music Sessions, Vol. 55Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,5/31/2023,456,72.2,434019386,47202,14298402,70,350630590,4153653,,,,1145717172,48,7265,33,19034872,5506,,647350
Faded,Faded,Benjamin Richter,7/28/2017,458,72,120162,24,5642,,4542997940,34925612,43,3192,38402,586824929,,,,,,,2569
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,457,72,29994527,1665,25533535,57,39678645,1520092,38704,1533045,5347400,35590514,12,1664,45,277540,314,119216,69265
ıııııııııı ıııııııııııı,ıııııııııı ıııııııııııı,ALEX&RUS,7/3/2019,460,71.9,52830200,14893,1344212,41,263688786,1760965,19100000,295333807,5821447553,,2,430,,,,,3415809
Move,Move - Single,Adam Port,6/7/2024,459,71.9,5917083,1348,19711644,67,1541922,39879,21800,4700915,53279473,,45,12,22,28895,16,,196937
F.N,F.N,Lil Tjay,8/9/2019,461,71.7,731933924,186835,18420557,70,534384489,4951977,393517,18913500,173278256,7568168,40,1919,2,39513101,67866,139571395,1966253
Say You Won't Let Go,Say You Won't Let Go,James Arthur,9/9/2016,462,71.5,2830962669,233504,128647419,82,2083619058,11898213,1750319,96711415,792720612,1446089800,218,122867,52,662857879,312119,,5869
Blank Space,1989 (Deluxe),Taylor Swift,1/1/2014,463,71.5,1829733410,157465,49558504,76,3624778617,16916871,104685,38075232,346032878,1811140554,154,41483,28,730704780,855164,749243,12259073
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,11/3/2017,464,71.4,399689964,43481,8855966,63,3623407739,21725999,597,589841,6559308,2200700275,8,37551,6,95808186,28398,1318952,5910625
HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/2017,466,71.4,2226869580,311766,77191099,80,1281355260,11551257,1180701,90304316,769720113,209307607,357,84979,94,562540114,476433,,7692756
Forget Me,Forget Me,Lewis Capaldi,9/9/2022,465,71.4,343556188,53783,14916823,69,78559130,611379,30806,18533179,268283723,350881548,76,641638,39,36438448,3704,,3723951
Sabka Malik Ek,Sabka Malik Ek,Dada Black Sheep,8/12/2022,467,71.3,2754,22,441,,1197426502,,,,,,,50,,,,,
Scared To Start,Scared To Start,Michael Marcagi,1/12/2024,469,71.2,284119669,23417,101687677,84,14777855,145459,,509611,18832300,290887958,71,33810,67,25145649,3122,1957942,857426
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,8/12/2022,468,71.2,549382975,88241,44497733,64,128432797,2507944,777200,583041946,5107877505,1132042114,93,331869,82,47944657,27729,,2630957
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/2023,470,71.1,425999315,91229,100955340,74,81238584,760116,144223,20190291,342295893,741916635,183,21709,79,,,12510698,4349283
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/2011,471,71,1752826514,352833,87651528,74,2729174469,22532779,312945,551329120,4679645090,490308209,202,301048,71,878651542,1581901,15266983,37339828
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,11/5/2015,474,70.6,1859886400,161156,90365431,78,3951663770,23086917,75102,49222866,265917250,2123773688,2,82648,32,174287836,153399,,
Oh No,Cold As Ice,Kreepa,12/13/2019,473,70.6,40284121,14548,3212878,41,17978707,466425,18821381,4959548763,61088562861,994245,15,113,4,384569,3503,,31859
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2/7/2019,472,70.6,858059276,181654,27803039,70,464768581,3626173,732132,48817948,417831392,25717036,46,31276,15,102388116,214657,144090448,2592470
7 Years,Lukas Graham (Blue Album),Lukas Graham,6/16/2015,475,70.5,1916203330,218955,70223741,78,2155590787,17104498,1080789,102852730,877998186,1859362069,176,119470,29,608909370,838417,43283341,
Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,478,70.4,891578597,134151,56220971,82,121756122,612540,428919,61522352,536850823,545454569,78,8,69,94783587,127557,13539327,1548284
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,477,70.4,629102459,31206,51913972,81,317295184,924600,969500,28700787,404330162,814335857,45,46179,23,38480759,8821,,1252595
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,476,70.4,1379786786,204118,68556599,75,1307002701,8641116,3028049,187452999,2112220730,1231886563,453,304081,117,623561936,2990195,,19268856
I Wanna Party,I Wanna Party - Single,,5/31/2024,482,70.3,,,,,,,,,,,,,,,,,
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/2023,479,70.2,136724343,15391,18104979,72,252644706,1115099,1500000,24961548,525208493,1343661668,18,39119,25,15483578,5649,,1152569
La Bebe (Remix) [Apple Music Live],Apple Music Live: Peso Pluma,Peso Pluma,12/6/2023,480,70.2,,,,,,,2303000,191592684,2172310968,,,,,,,,3940
Treat You Better,Treat You Better,Shawn Mendes,6/3/2016,481,70.2,2164074552,183260,79238401,80,2766700889,14538731,656214,34125620,218876789,1763875267,110,229473,25,406331285,165727,,9988881
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,483,70.1,944833760,84300,40737356,78,442672273,1382190,712759,110146879,1137735925,656176233,58,35382,38,5607959,2694,,1105660
Let Her Go,Let Her Go,Passenger,7/27/2012,484,70.1,2252713547,84884,25149126,69,3967431755,18261574,822,19565297,198665893,1802593895,153,128380,14,992473803,965474,57076563,
Fall Back,Fall Back / Selfish Game - Single,Lithe,3/21/2024,485,70.1,78227549,10811,34967691,81,18048583,346316,1827,366700,5400000,10740206,59,604,36,350778,1442,2612424,1712744
Stressed Out,Stressed Out,Twenty One Pilots,4/28/2015,482,70.1,2313532702,333612,85684817,79,3241796669,22573742,440911,82148305,664725202,508271083,10,257332,50,,,,
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,486,70,1251675613,233472,41467312,67,1001433936,13378087,149047,21845741,338873585,559326384,245,263773,35,317474727,297850,,14636399
All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,487,69.8,2382407025,259202,144805002,80,3064193777,17820289,536497,59268693,643209321,1769031393,295,225220,107,1043817740,1278265,,28058207
2055,2055,Sleepy Hallow,4/14/2021,488,69.7,811700245,195603,31185690,77,168936854,1450642,321061,90460360,752325431,214637799,39,5018,8,7644784,21061,66695368,925014
Bandit,Bandit - Single,Don Toliver,2/1/2024,490,69.6,152597421,19834,64067368,12,6556571,181948,,5037290,98100600,578162886,27,40104,37,2807438,1824,5005977,397211
Redbone,Redbone,Childish Gambino,11/17/2016,489,69.6,1615152539,377159,51251842,76,887924965,7755679,111904,56162755,430258743,5477326,271,52893,86,283815218,303599,87687804,12370090
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,3/8/2024,491,69.5,28543791,1305,5420569,74,148165738,1392549,,2333587,37252006,44349246,6,,10,4285,8,,291383
"This Is The Thanks I Get?! - From ""Wish""This Is The Thanks I Get?! (From ""Wish"")",Chris Pine,10/25/2023,492,69.4,15090071,1405,7665573,,6176518,49281,2600000,15257747,182005109,297428,16,11,7,572150,1913,,25335
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,493,69.4,502781351,57858,20151204,68,749366767,5566798,601478,415546697,3341780836,65811641,88,22082,34,66651535,277556,5144020,828770
You Proof,You Proof,Morgan Wallen,5/13/2022,494,69.3,644437397,64367,18795673,79,141964689,814824,128357,28267176,327463451,437506457,49,340292,29,272571584,45356,6380974,899954
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,9/3/2021,495,69.2,1502382072,240419,57503380,75,,,913200,449105708,4053240923,,118,137391,65,36985295,73848,,
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,496,69.2,1198689895,130486,49149923,71,761387435,6874611,975132,134321535,1509626629,2047745592,203,586919,37,190687007,33201,,6690156
Shut Down,BORN PINK,BLACKPINK,9/16/2022,497,69,654818451,39852,17682503,67,633781726,11421404,844032,374048198,3365539262,383386318,34,18744,29,2834793,6453,,909449
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,498,68.9,205050873,6236,32107085,81,242715015,1024215,,1660,20904,1291400606,7,2838,8,7709559,5232,,750457
Never Let Go,Never Let Go - Single,Jung Kook,6/7/2024,499,68.9,26891849,722,63940453,81,5611228,686901,,,,,57,279,49,483333,20,,32683
Toyour ï¿½ï¿½ï¿,Amrat ï¿½ï¿½ï¿½ï,Rasha Nahas,1/20/2023,500,68.9,11360,26,3294,6,854850866,6612,,,,,,16,,,,,264
Chill Vibes,Chill Vibes,Tollan Kim,3/31/2022,501,68.8,1212312,560,367540,32,668067,10341,9268296,888782233,14162352713,,,1,,29241,1149,,46761
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,10/11/2018,503,68.7,1318254846,159832,44868247,71,1572511545,8633372,535956,20456871,244589825,518407208,163,104438,66,219127089,82409,36852822,6952792
Toosie Slide,Toosie Slide,Drake,4/3/2020,505,68.7,1059262917,200623,36388485,64,507137305,5604031,3039186,404119328,3734881670,352518335,146,185567,30,122896641,156657,,5308249
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,506,68.7,426341106,29511,24418991,76,304538874,2238586,1577292,68382766,871654140,172894442,22,31573,57,18389679,4957,,587533
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,504,68.7,210385853,5179,38317286,80,18713330,225439,46800,9697319,65541536,934654,92,3721,80,6242005,4341,166934,84774
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,6/28/2019,502,68.7,907346612,200091,36757073,69,372311322,3400085,145147,27666027,245290801,39893642,91,644,7,161252380,131927,124054000,5562800
La llama que Baila,La llama que Baila,El Reino Infantil,6/10/2022,508,68.5,665611,145,25771,22,1209387613,3358774,,,,,2,1,,,,,
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,5/16/2024,507,68.5,33661899,3565,32881291,79,3729783,62696,,201600,1441200,180045931,8,14021,47,5036410,1867,262244,109089
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,509,68.2,553783547,83450,40562156,68,238368386,2671201,481825,313806405,2994040421,62996039,57,355757,51,80033346,22268,,3470453
El Merengue,El Merengue - Single,Marshmello,3/3/2023,510,68.2,528420867,59791,80570021,75,211317309,842146,252314,28930444,451806178,317407332,84,103743,97,13770084,2950,,3007373
Made For Me,Made For Me,Muni Long,9/15/2023,513,68.1,142945230,13253,40716529,76,66893881,833116,887,2044007,17122064,714859998,59,181747,50,32652221,30096,,2466891
Let's Go 4,Let's Go 4,Mc IG,9/11/2023,511,68.1,269785626,27317,24472348,,286261279,1999463,,,,1110835700,11,,19,,,35050,417614
TELEKINESIS,UTOPIA,Travis Scott,7/28/2023,512,68.1,313693195,92838,14575457,75,31625039,372407,7369,3576724,32670713,1382,17,232,10,655691,3601,,809119
Daqui pra Sempre,Daqui pra Sempre,Manu,9/22/2023,514,68,181784966,12794,30495153,76,340975288,1553160,,6,179,1293752603,17,3290,19,,,,329363
Martin & Gina,THE GOAT,Polo G,5/15/2020,516,68,885756212,212406,24064966,76,226717718,2205890,340101,27626217,200329006,3481432,46,12382,,56515925,46630,92358945,1642067
"thank u, nextthank u, next",Ariana Grande,11/3/2018,515,68,1878196824,134913,54753824,73,1479999649,20977857,1542901,119391916,982464070,919652612,238,190014,87,263689593,359639,,26082
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,518,67.9,3192204066,379853,131832723,82,456806913,5068762,2381341,51227212,388544079,6670180,550,184311,97,714508129,601041,,21316589
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,517,67.9,912461674,160875,50549340,70,200055211,2666083,7407429,285084510,3076620938,19649172,210,270224,50,135049021,49762,62715,8738165
Hope,?,XXXTENTACION,3/16/2018,519,67.8,1442703001,201082,35338608,78,460915912,7439249,699601,36684132,325870631,1874799,15,4,6,72855904,120369,173136245,4703306
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,520,67.6,255898884,35610,35412821,65,95799266,746279,63475,9770601,112935118,391385059,80,420110,73,43499109,6473,,3282634
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,521,67.5,1177960398,124387,38596274,69,1048571287,8326026,532220,56736712,517889307,2283133309,250,368080,33,188459753,85534,,4952770
PRC,PRC,Peso Pluma,1/24/2023,522,67.4,668103212,52040,23580184,69,417352534,2399654,,63,1213,143646060,52,834,8,50081670,10114,,889406
Lemonade,Lemonade,Internet Money,8/14/2020,523,67.3,1320495311,280937,43396860,12,446997037,4911417,1028504,178619501,1355578291,232205977,191,1353,3,100566058,32236,,4854882
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,11/6/2020,524,67,927908363,192182,29317288,69,201781716,2768029,1806340,276254807,2189403368,106102604,179,534728,22,78876080,52624,,
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,10/20/2023,527,66.9,70652012,20841,15882127,,74067917,702482,,1361002,13499846,518987600,47,145261,38,14468521,5744,1615978,1275094
LET GO,LET GO,Central Cee,12/15/2022,526,66.9,415699405,131562,25729246,70,120716253,1505981,71800,43271885,459919455,39958162,37,59291,41,3691271,1120,,1781022
Blister In The Sun,Violent Femmes (Deluxe Edition),Violent Femmes,12/1/2023,525,66.9,250321751,34,302,,,,,,,,8,,,204482906,105310,,
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,4/29/2020,528,66.8,428986855,49403,19102863,57,179237329,1934526,11268723,807114884,7823796917,15380362,151,162045,8,86651635,74696,,2104217
No Idea,No Idea,Don Toliver,5/29/2019,529,66.8,922761340,176497,26466335,74,469284408,5223780,5114497,684428445,5254571599,110233854,99,6060,3,6865074,48657,64436371,4594225
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,530,66.8,2423583406,221550,85152861,78,2154325842,11828484,412296,54794151,546197873,1521238263,287,216976,68,579271026,399649,,16182850
Tï¿½ï¿½,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,531,66.7,188154454,6068,47264152,82,124152999,632963,,2121100,27500000,528622354,32,18,6,6288446,4696,,445052
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),Carella,2/13/2021,532,66.6,149072,53,14039,7,,,13600432,29203710,339961056,,,,,,,,857
Need A Favor,NEED A FAVOR,Jelly Roll,12/9/2022,533,66.5,166866092,26335,16587886,73,49337131,600551,56261,9453847,133788711,,,484892,,127959443,29847,2007248,1174949
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,7/25/2023,534,66.4,296399608,19549,12641512,74,387713750,3452796,,2047685,38736854,97316722,,604,19,,,,
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,1/1/2016,535,66.4,1429277695,126593,41728493,71,2888870306,12986504,1577534,83366309,1155210017,1722808916,206,60579,18,522618482,298209,,10883810
Anabella,Anabella,Khaid,7/14/2023,536,66.3,14645123,2424,586834,52,28065515,194782,3325481,18297800,222489625,55637507,6,1101,,57777,,,982458
Cuando Te Amï¿,Cuando Te Amï¿½ï¿½ - Si,Cupula Roja,6/8/2024,537,66.3,,,,,97907,436,,,,,,,,,,,837439
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,539,66.2,907821800,106835,71070491,68,242506280,2540594,165069,54851263,702113761,4973499360,152,478141,79,47200073,18000,,7126240
The Motto,The Motto,Tiï¿½ï¿,11/4/2021,540,66.2,818199643,147373,98477761,70,300558745,1923570,121422,28637203,591641859,2987052499,223,219365,73,99191606,14575,,4987597
Single Soon,Single Soon,Selena Gomez,8/25/2023,538,66.2,205555865,18831,38391532,70,62487981,1546366,68600,22643113,237154932,1218609754,71,240483,71,25564674,4700,,1178404
Falling Down - Bonus Track,Falling Down,Lil Peep,9/19/2018,541,66.1,1156060152,189320,31366549,76,402381959,5703867,71568,19623543,153710600,15276414,31,13034,15,76107776,61292,163972594,3142956
Close,Close - Single,Kush & TJ,9/14/2023,543,65.9,,,,,,,,,,,,,,,,,33097904
Sin Pijama,Sin Pijama,Becky G,4/20/2018,542,65.9,785389574,70607,24678614,61,2377255570,10176631,4050216,68127919,989856037,363969139,86,17546,54,90287323,55796,,4130954
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/2021,545,65.7,717226454,73851,11500647,79,404363419,2296639,55649,7599044,86145458,350781335,41,391795,7,431750490,127122,14272948,2061209
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,6/21/2022,544,65.7,443564590,80121,43604917,64,122345818,1753026,247082,93051722,1231848412,4088928383,210,436049,115,24808925,23163,4766826,2682867
Nimbu Kharbuja Bhail 2,Nimbu Kharbuja Bhail 2,Khesari Lal Yadav,12/11/2023,546,65.6,9396018,139,195881,,286293095,1983672,,,,898221577,,,,,,,12438
Murder In My Mind,Murder In My Mind,Kordhell,1/21/2022,547,65.6,668285368,120095,62454609,74,135561359,1695128,1103489,258958538,2877613437,,21,508,10,5328696,7896,38200577,2597736
Unstoppable,Unstoppable,Sia,1/21/2016,548,65.5,1285237951,166761,75244498,76,1383536938,11277243,7657876,920079246,14808888629,2811155497,124,654509,52,92645908,86880,,15422384
traitor,SOUR,Olivia Rodrigo,5/21/2021,550,65.5,1564979439,150597,73290053,80,500794182,7451635,453412,392179677,2639611818,2578474407,147,93825,25,64240084,79459,,3156314
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,549,65.5,2396737761,381756,90317118,82,1334796210,12947143,1025273,181634476,1545294272,202525787,210,38443,30,350431346,278196,,8025643
